ID,Name,Designer,Link,Description,Image,Materials,Code,Width,Depth,Height,Seat Height
61,Spin,Claesson Koivisto Rune,https://www.tacchini.it/en/https://www.tacchini.it/en/ottomans/spin/,"Spin is a family of ottomans which resumes a technique such as “random” stitching, already applied in the Doodle chairs by designers Claesson Koivisto",https://www.tacchini.it/wp-content/uploads/2017/11/Spin-13.svg,"Internal frame: birch plywood 15 mm + polystyrene 220 mm.; Padding: differentiated - density polyurethane foam.; Base: polypropylene glides col. black Ø 30 mm, H 13 mm.; Stitches: available col. 01 White, 02 Beige, 03 Red, 04 Blue, 05 Black.",Cod.,90,90,39,39.0
61,Spin,Claesson Koivisto Rune,https://www.tacchini.it/en/https://www.tacchini.it/en/ottomans/spin/,"Spin is a family of ottomans which resumes a technique such as “random” stitching, already applied in the Doodle chairs by designers Claesson Koivisto",https://www.tacchini.it/wp-content/uploads/2017/11/Spin-13.svg,"Internal frame: birch plywood 15 mm + polystyrene 220 mm.; Padding: differentiated - density polyurethane foam.; Base: polypropylene glides col. black Ø 30 mm, H 13 mm.; Stitches: available col. 01 White, 02 Beige, 03 Red, 04 Blue, 05 Black.",Cod.,117,119,39,39.0
62,Pastilles Ottoman,Studiopepe,https://www.tacchini.it/en/https://www.tacchini.it/en/ottomans/pastilles-ottoman/,"The new project with Studiopepe is a collaboration with designers Arianna Lelli Mami and Chiara Di Pinto, the creative minds behind the consultancy.",https://www.tacchini.it/wp-content/uploads/2018/12/Pastilles-Pouf.svg,Internal frame: 18 mm thick poplar plywood.; Padding: differentiated-density polyurethane foam.; Base: 0.9 mm thick laminate in different colors.; Upholstery: not removable.; Base:,Cod.,57,57,55,47.0
63,Paola,Vico Magistretti,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/paola/,"Solidity and lightness go together. Rigidity and sweetness meet. Paola is a chair that speaks of tradition and modernity, it is a historic project by Vico",https://www.tacchini.it/wp-content/uploads/2024/04/Tacchini-Paola.svg,Walnut or gray stained ash frame.; Wooden seat padded and covered in fabric or leather.; Not removable cover.; Ash structure:,Cod.,1,50,51,75.0
64,Dialogo without Armrests,Tobia Scarpa,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/dialogo-2/,"A rectangular frame with rounded edges, masterful joints, and strictly visible dowels and screws reinforces the typical double trestle structure by Tobia",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Dialogo-Chair.svg,Ash structure:; Walnut structure:,Cod.,47,54,46,81.0
65,Dialogo with Armrests,Tobia Scarpa,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/dialogo/,"A rectangular frame with rounded edges, masterful joints, and strictly visible dowels and screws reinforces the typical double trestle structure by Tobia",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Dialogo-Armchair.svg,Ash structure:; Walnut structure:,Cod.,47,54,46,81.0
65,Dialogo with Armrests,Tobia Scarpa,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/dialogo/,"A rectangular frame with rounded edges, masterful joints, and strictly visible dowels and screws reinforces the typical double trestle structure by Tobia",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Dialogo-Armchair.svg,Ash structure:; Walnut structure:,Cod.,47,54,46,81.0
66,Sempronia,Tobia Scarpa,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/sempronia/,"Circular elements fit together in a double circle that evokes the signature of the great master who designed it. Twin legs, created by the intersection of",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Sempronia.svg,Rings:,Cod.,53,50,53,80.0
67,Pigreco,Tobia Scarpa,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/pigreco/,The essential nature of a sign. The proportion of solids and voids. The harmony between straight and curved lines. Every feature of this chair responds to,https://www.tacchini.it/wp-content/uploads/2022/01/Tacchini-2021-Pigreco.svg,"Internal structure: 18 mm poplar plywood, with elastic straps.; Padding: polyurethane foam in different densities.; Structure: natural stained open pore American walnut, open pore T134 walnut stained ash or open pore T122 anthracite stained ash.; Cover: not removable.; Walnut version; Ashwood version",Cod.,55,55,1,40.0
68,Memory Lane,Christophe Pillet,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/memory-lane/,"Christophe Pillet designs a chair that is timeless, universal and radically simplified in its design. Memory Lane’s elegance lies in its outright",https://www.tacchini.it/wp-content/uploads/2018/05/MemoryLane.svg,"Padding: differentiated-density polyurethane foam.; Base: tubular metal frame Ø 20 mm powder coated painted, with beige elastic belts which substain seat and back.; Upholstery: removable cover.; Only for outdoor version: dryfeel padding.; Base:",Cod.,59,59,65,5.0
69,Kelly C Basic,Claesson Koivisto Rune,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/kelly-c-basic/,"The designer drew inspiration from the work of minimalist artist Ellsworth Kelly, creating a chair with slender metal legs and a padded shell with a",https://www.tacchini.it/wp-content/uploads/2018/12/KellyC-Basic.svg,Internal frame: cold foam with metal inserts.; Base: tubular metal base Ø 16 mm. Power-coated painted or chromed.; Stackable up to 4 pieces.; Base:,Cod.,52,56,53,82.0
70,Kelly C,Claesson Koivisto Rune,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/kelly-c/,"The designer drew inspiration from the work of minimalist artist Ellsworth Kelly, creating a chair with slender metal legs and a padded shell with a",https://www.tacchini.it/wp-content/uploads/2017/11/KellyC-88.svg,Internal frame: cold foam with metal inserts.; Base: tubular metal base Ø 16 mm. Power-coated painted or chromed.; Base:,Cod.,52,52,51,79.0
71,Babela,Achille + Pier Giacomo Castiglioni,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/babela/,"Designed in 1958 by Achille and Pier Giacomo Castiglioni for the Milan Chamber of Commerce, Babela is an excellent example of how practicality and",https://www.tacchini.it/wp-content/uploads/2017/11/Babela-23-1.svg,Internal frame: birch plywood 15 mm.; Padding: differentiated - density  polyurethane foam.; Base: open-pore lacquered ash wood.; Upholstery: fully removable cover.; Stackable chair.; Base:,Cod.,56,56,59,80.0
72,Montevideo Chair,Claesson Koivisto Rune,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/montevideo-chair/,"With its slender legs and soft shapes, the Montevideo chair certainly does not trade in comfort for elegance. The soft foam cushion envelops the body,",https://www.tacchini.it/wp-content/uploads/2017/11/Montevideo-78.svg,"Internal frame: birch plywood 18 mm thick.; Padding: differentiated - density polyurethane foam.; Base: tubular metal base Ø 16 mm, powder-coated painted.; Upholstery: fully removable cover.; Base:",Cod.,54,54,62,80.0
73,Eddy,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/eddy/,"From the British PearsonLloyd design studio, Eddy is a boldly charming chair. This sleek, compact armchair features distinctive lines and ample",https://www.tacchini.it/wp-content/uploads/2017/11/Eddy-32-1.svg,Internal frame: cold foam with metal inserts and elastic belts.; Base: wooden plate with plastic glides or swivel plate thickness 8 mm embossed black.; Upholstery: non removable cover.; Zip:,Cod.,61,61,61,62.0
74,Trono,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/trono/,"Exploring the dialogue between different materials, Umberto Bellardi Ricci gives life to a collection that stimulates the interaction between architecture",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Trono-01.svg,,Cod.,25,45,43,
74,Trono,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/trono/,"Exploring the dialogue between different materials, Umberto Bellardi Ricci gives life to a collection that stimulates the interaction between architecture",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Trono-01.svg,,Cod.,25,40,40,43.0
74,Trono,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/trono/,"Exploring the dialogue between different materials, Umberto Bellardi Ricci gives life to a collection that stimulates the interaction between architecture",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Trono-01.svg,,Cod.,40,45,49,
74,Trono,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/trono/,"Exploring the dialogue between different materials, Umberto Bellardi Ricci gives life to a collection that stimulates the interaction between architecture",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Trono-01.svg,,Cod.,40,45,57,
74,Trono,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/trono/,"Exploring the dialogue between different materials, Umberto Bellardi Ricci gives life to a collection that stimulates the interaction between architecture",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Trono-01.svg,,Cod.,40,40,40,49.0
74,Trono,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/trono/,"Exploring the dialogue between different materials, Umberto Bellardi Ricci gives life to a collection that stimulates the interaction between architecture",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Trono-01.svg,,Cod.,40,40,40,57.0
74,Trono,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/trono/,"Exploring the dialogue between different materials, Umberto Bellardi Ricci gives life to a collection that stimulates the interaction between architecture",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Trono-01.svg,,Cod.,1,4050,50,41.0
74,Trono,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/trono/,"Exploring the dialogue between different materials, Umberto Bellardi Ricci gives life to a collection that stimulates the interaction between architecture",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Trono-01.svg,,Cod.,1,4060,60,41.0
74,Trono,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/trono/,"Exploring the dialogue between different materials, Umberto Bellardi Ricci gives life to a collection that stimulates the interaction between architecture",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Trono-01.svg,,Cod.,1,5050,50,51.0
74,Trono,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/trono/,"Exploring the dialogue between different materials, Umberto Bellardi Ricci gives life to a collection that stimulates the interaction between architecture",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Trono-01.svg,,Cod.,1,5060,60,51.0
75,Fixie,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/chairs-and-stools/fixie/,"Fixie is a stool featuring a functional tubular structure which deeply identifies the product,making it instantly recognizable as a 3D graphic pattern or",https://www.tacchini.it/wp-content/uploads/2017/11/Fixie-33.svg,"Internal seat frame: poplar plywood.; Padding: differentiated - density polyurethane foam.; Base: metal frame.; Gas lift mechanism: Stabilus, which allows adjustable seat height.; Upholstery: non removable cover.; Base:",Cod.,37,37,37,68.0
76,Orbit,Faye Toogood,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/orbit-low-table/,"Orbit coffee table and desk are part of Cosmic: Toogood’s collaborative collection with Tacchini. Cosmic is full of irregular, elliptical shapes. Orbit",https://www.tacchini.it/wp-content/uploads/2024/04/Tacchini-Orbit-LowTable.svg,Glossy lacquered wooden top with hide insert.; Wooden legs covered in hide.; Plaster version:; Green version:,Cod.,140,141,65,28.0
77,Brut,Roberto Sironi,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/brut/,"Art is a spontaneous expression, which dissolves the constraints of traditional culture. The material as a raw element, worked and shaped to highlight its",https://www.tacchini.it/wp-content/uploads/2024/04/Tacchini-Brut.svg,Lightened concrete base and cast aluminum top.; Structure:; Top:,Cod.,130,130,110,34.0
78,Cassero,Roberto Sironi,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/cassero/,Two furnishing elements of pure material. Two architectural blocks in perfect scale. The materiality of the concrete becomes the protagonist and is,https://www.tacchini.it/wp-content/uploads/2024/04/Tacchini-Cassero-Rectangular.svg,"Low table in two sizes and heights, made of lightened concrete with wood texture.; Available in powder (rectangular) and earth (square) color.; Low Table 110×70 cm:; Low Table 85×85 cm:",Cod.,110,110,70,22.0
78,Cassero,Roberto Sironi,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/cassero/,Two furnishing elements of pure material. Two architectural blocks in perfect scale. The materiality of the concrete becomes the protagonist and is,https://www.tacchini.it/wp-content/uploads/2024/04/Tacchini-Cassero-Rectangular.svg,"Low table in two sizes and heights, made of lightened concrete with wood texture.; Available in powder (rectangular) and earth (square) color.; Low Table 110×70 cm:; Low Table 85×85 cm:",Cod.,85,85,85,28.0
79,Trono Low Table,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/trono-low-table/,"Exploring the dialogue between different materials, Umberto Bellardi Ricci gives life to a collection that stimulates the interaction between architecture",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Trono-Table-01.svg,Top:,Cod.,1,4050,50,41.0
79,Trono Low Table,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/trono-low-table/,"Exploring the dialogue between different materials, Umberto Bellardi Ricci gives life to a collection that stimulates the interaction between architecture",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Trono-Table-01.svg,Top:,Cod.,1,4060,60,41.0
79,Trono Low Table,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/trono-low-table/,"Exploring the dialogue between different materials, Umberto Bellardi Ricci gives life to a collection that stimulates the interaction between architecture",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Trono-Table-01.svg,Top:,Cod.,1,5050,50,51.0
79,Trono Low Table,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/trono-low-table/,"Exploring the dialogue between different materials, Umberto Bellardi Ricci gives life to a collection that stimulates the interaction between architecture",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Trono-Table-01.svg,Top:,Cod.,1,5060,60,51.0
79,Trono Low Table,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/trono-low-table/,"Exploring the dialogue between different materials, Umberto Bellardi Ricci gives life to a collection that stimulates the interaction between architecture",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Trono-Table-01.svg,Top:,Cod.,25,45,43,
79,Trono Low Table,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/trono-low-table/,"Exploring the dialogue between different materials, Umberto Bellardi Ricci gives life to a collection that stimulates the interaction between architecture",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Trono-Table-01.svg,Top:,Cod.,25,40,40,43.0
79,Trono Low Table,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/trono-low-table/,"Exploring the dialogue between different materials, Umberto Bellardi Ricci gives life to a collection that stimulates the interaction between architecture",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Trono-Table-01.svg,Top:,Cod.,40,45,49,
79,Trono Low Table,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/trono-low-table/,"Exploring the dialogue between different materials, Umberto Bellardi Ricci gives life to a collection that stimulates the interaction between architecture",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Trono-Table-01.svg,Top:,Cod.,40,45,57,
79,Trono Low Table,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/trono-low-table/,"Exploring the dialogue between different materials, Umberto Bellardi Ricci gives life to a collection that stimulates the interaction between architecture",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Trono-Table-01.svg,Top:,Cod.,40,40,40,49.0
79,Trono Low Table,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/trono-low-table/,"Exploring the dialogue between different materials, Umberto Bellardi Ricci gives life to a collection that stimulates the interaction between architecture",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Trono-Table-01.svg,Top:,Cod.,40,40,40,57.0
80,Altar,EWE Studio,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/altar/,Sculpture and functionality come together to rediscover the rich Mexican artisan heritage through innovative means and languages. Meticulous craftsmanship,https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Altar.svg,Finishes:,Cod.,1,50,50,48.0
81,Cage,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/cage/,"Minimalism and elegance are the key features of Cage coffee tables, with their metal base that is both support and frame for the precious marble top. Cage",https://www.tacchini.it/wp-content/uploads/2017/11/Cage-41.svg,"Top: 20 mm thick. In marble, laminate or glass. When it is in flat glass in mdf sp. 16 mm + 4 mm mirror. Stain-resistant treatment for marble available on request.; Base/legs: iron chromed or painted in different colors.; Base/legs:; Top:",Cod.,1,50,50,47.0
81,Cage,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/cage/,"Minimalism and elegance are the key features of Cage coffee tables, with their metal base that is both support and frame for the precious marble top. Cage",https://www.tacchini.it/wp-content/uploads/2017/11/Cage-41.svg,"Top: 20 mm thick. In marble, laminate or glass. When it is in flat glass in mdf sp. 16 mm + 4 mm mirror. Stain-resistant treatment for marble available on request.; Base/legs: iron chromed or painted in different colors.; Base/legs:; Top:",Cod.,1,100,100,32.0
81,Cage,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/cage/,"Minimalism and elegance are the key features of Cage coffee tables, with their metal base that is both support and frame for the precious marble top. Cage",https://www.tacchini.it/wp-content/uploads/2017/11/Cage-41.svg,"Top: 20 mm thick. In marble, laminate or glass. When it is in flat glass in mdf sp. 16 mm + 4 mm mirror. Stain-resistant treatment for marble available on request.; Base/legs: iron chromed or painted in different colors.; Base/legs:; Top:",Cod.,1,50,50,50.0
81,Cage,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/cage/,"Minimalism and elegance are the key features of Cage coffee tables, with their metal base that is both support and frame for the precious marble top. Cage",https://www.tacchini.it/wp-content/uploads/2017/11/Cage-41.svg,"Top: 20 mm thick. In marble, laminate or glass. When it is in flat glass in mdf sp. 16 mm + 4 mm mirror. Stain-resistant treatment for marble available on request.; Base/legs: iron chromed or painted in different colors.; Base/legs:; Top:",Cod.,1,100,100,100.0
82,Pluto,Studiopepe,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/pluto/,"Designed by Studiopepe, the Pluto coffee tables are essentially sculptural shapes and bold details that call to mind cubism. Available in two sizes, the",https://www.tacchini.it/wp-content/uploads/2020/12/Pluto-02.svg,"Base/legs: concrete legs fixed to the top with an iron plate th. 5 mm painted RAL 7016.; Top: frame in solid curved ash, top in ash-plated MDF front and back.; Base/legs finishes:; Top finishes:",Cod.,1,60,60,40.0
82,Pluto,Studiopepe,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/pluto/,"Designed by Studiopepe, the Pluto coffee tables are essentially sculptural shapes and bold details that call to mind cubism. Available in two sizes, the",https://www.tacchini.it/wp-content/uploads/2020/12/Pluto-02.svg,"Base/legs: concrete legs fixed to the top with an iron plate th. 5 mm painted RAL 7016.; Top: frame in solid curved ash, top in ash-plated MDF front and back.; Base/legs finishes:; Top finishes:",Cod.,1,120,120,31.0
83,Joaquim,Giorgio Bonaguro,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/joaquim/,"The softness of Brazilian furniture design between the 40s and 60s in the modernist architecture of Niemeyer, Costa, Vilanova Artigas and Bo Bardi",https://www.tacchini.it/wp-content/uploads/2019/05/Joaquim-2.svg,"Base/legs: iron leg th. 4 mm to be painted or chromed.; Top: marble top th. 20 mm with rounded end r14, only with Patagonia top aluminum plate supporting the marble sp. 3 mm.; Base/legs:; Top:",Cod.,1,100,100,30.0
83,Joaquim,Giorgio Bonaguro,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/joaquim/,"The softness of Brazilian furniture design between the 40s and 60s in the modernist architecture of Niemeyer, Costa, Vilanova Artigas and Bo Bardi",https://www.tacchini.it/wp-content/uploads/2019/05/Joaquim-2.svg,"Base/legs: iron leg th. 4 mm to be painted or chromed.; Top: marble top th. 20 mm with rounded end r14, only with Patagonia top aluminum plate supporting the marble sp. 3 mm.; Base/legs:; Top:",Cod.,1,50,50,48.0
84,Kanji,Monica Förster,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/kanji/,"Heavy elements are linked to lighter ones, like ink marks drawn on a sheet of paper to form a character, a letter, an ideogram. Clear contrasts of",https://www.tacchini.it/wp-content/uploads/2022/06/Tacchini-Kanji-LowTable-01.svg,Top:; Base/legs:,Cod.,1,112,112,32.0
84,Kanji,Monica Förster,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/kanji/,"Heavy elements are linked to lighter ones, like ink marks drawn on a sheet of paper to form a character, a letter, an ideogram. Clear contrasts of",https://www.tacchini.it/wp-content/uploads/2022/06/Tacchini-Kanji-LowTable-01.svg,Top:; Base/legs:,Cod.,1,77,77,41.0
85,Dolmen,Noé Duchaufour-Lawrance,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/dolmen/,"Forms that are lost in time, modeled by the erosion of the wind, sun and rain, become sculptures that almost seem to emerge from the ground. Simple and",https://www.tacchini.it/wp-content/uploads/2022/06/Tacchini-Dolmen-01.svg,Top and base/legs finishes:,Cod.,1,131,131,65.0
85,Dolmen,Noé Duchaufour-Lawrance,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/dolmen/,"Forms that are lost in time, modeled by the erosion of the wind, sun and rain, become sculptures that almost seem to emerge from the ground. Simple and",https://www.tacchini.it/wp-content/uploads/2022/06/Tacchini-Dolmen-01.svg,Top and base/legs finishes:,Cod.,1,73,73,55.0
86,Mill,Monica Förster,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/mill/,"The story of two elements, which rub against each other until they fit together perfectly. Monica Förster revisits the classic coffee tables with central",https://www.tacchini.it/wp-content/uploads/2022/06/Tacchini-Mill-01.svg,Top:; Base/legs:,Cod.,1,95,95,34.0
86,Mill,Monica Förster,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/mill/,"The story of two elements, which rub against each other until they fit together perfectly. Monica Förster revisits the classic coffee tables with central",https://www.tacchini.it/wp-content/uploads/2022/06/Tacchini-Mill-01.svg,Top:; Base/legs:,Cod.,1,62,62,45.0
87,Trampolino,Monica Förster,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/trampolino/,"An important wooden base, an almost suspended marble top and a central leg that runs along its entire length, supporting it. Three elements, a meeting of",https://www.tacchini.it/wp-content/uploads/2022/06/Tacchini-Trampolino-01.svg,Top:; Base/legs:,Cod.,1,102,102,102.0
87,Trampolino,Monica Förster,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/trampolino/,"An important wooden base, an almost suspended marble top and a central leg that runs along its entire length, supporting it. Three elements, a meeting of",https://www.tacchini.it/wp-content/uploads/2022/06/Tacchini-Trampolino-01.svg,Top:; Base/legs:,Cod.,1,60,60,60.0
88,Daze,Truly Truly,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/daze/,Architectural shapes inspired this collection of low tables with futuristic lines by Dutch design studio Truly Truly. Made of bent and welded sheets of,https://www.tacchini.it/wp-content/uploads/2018/05/EDAZES.svg,"Frame: metal sheets bent and weelded, powder coated with a special embossed paint for the base color which allow the second powder coating to grab on the first one.; Finishes EDAZES: bottom T104 Sage, shade T22 Yellow.; Finishes EDAZEM: bottom T01 White, shade T22 Yellow.; Finishes EDAZEL: bottom T105 Rust, shade T101 Pink.",Cod.,45,41,5,42.0
88,Daze,Truly Truly,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/daze/,Architectural shapes inspired this collection of low tables with futuristic lines by Dutch design studio Truly Truly. Made of bent and welded sheets of,https://www.tacchini.it/wp-content/uploads/2018/05/EDAZES.svg,"Frame: metal sheets bent and weelded, powder coated with a special embossed paint for the base color which allow the second powder coating to grab on the first one.; Finishes EDAZES: bottom T104 Sage, shade T22 Yellow.; Finishes EDAZEM: bottom T01 White, shade T22 Yellow.; Finishes EDAZEL: bottom T105 Rust, shade T101 Pink.",Cod.,60,41,5,35.0
88,Daze,Truly Truly,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/daze/,Architectural shapes inspired this collection of low tables with futuristic lines by Dutch design studio Truly Truly. Made of bent and welded sheets of,https://www.tacchini.it/wp-content/uploads/2018/05/EDAZES.svg,"Frame: metal sheets bent and weelded, powder coated with a special embossed paint for the base color which allow the second powder coating to grab on the first one.; Finishes EDAZES: bottom T104 Sage, shade T22 Yellow.; Finishes EDAZEM: bottom T01 White, shade T22 Yellow.; Finishes EDAZEL: bottom T105 Rust, shade T101 Pink.",Cod.,90,61,5,25.0
89,Soap,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/soap/,"Gordon Guillaumier continues to explore elemental simplicity. Soap is a table with a discreet elegance. Its soft forms, rounded corners and precious,",https://www.tacchini.it/wp-content/uploads/2017/11/Soap-72.svg,"Top: table top thickness 12 mm around the edges and 20 mm in the middle. Anti-stain marble treatment available on request. For Sahara noir marble top, aluminium plate 3mm thick for reinforce the marble top.; Base/legs: tubular metal base Ø 16 mm available matt chromed or powder-coated painted in different colors.; Base/legs:; Top:",Cod.,1,54,54,54.0
89,Soap,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/soap/,"Gordon Guillaumier continues to explore elemental simplicity. Soap is a table with a discreet elegance. Its soft forms, rounded corners and precious,",https://www.tacchini.it/wp-content/uploads/2017/11/Soap-72.svg,"Top: table top thickness 12 mm around the edges and 20 mm in the middle. Anti-stain marble treatment available on request. For Sahara noir marble top, aluminium plate 3mm thick for reinforce the marble top.; Base/legs: tubular metal base Ø 16 mm available matt chromed or powder-coated painted in different colors.; Base/legs:; Top:",Cod.,1,130,130,62.0
90,Pastilles Table,Studiopepe,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/pastilles-table/,"The new project with Studiopepe is a collaboration with designers Arianna Lelli Mami and Chiara Di Pinto, the creative minds behind the consultancy.",https://www.tacchini.it/wp-content/uploads/2018/12/Pastilles-Table-A.svg,Internal frame: 18 mm thick poplar plywood.; Padding: differentiated-density polyurethane foam.; Base/legs: 0.9 mm thick laminate in different colors.; Upholstery: not removable.; Base/legs:; Top:,Cod.,1,100,100,33.0
90,Pastilles Table,Studiopepe,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/pastilles-table/,"The new project with Studiopepe is a collaboration with designers Arianna Lelli Mami and Chiara Di Pinto, the creative minds behind the consultancy.",https://www.tacchini.it/wp-content/uploads/2018/12/Pastilles-Table-A.svg,Internal frame: 18 mm thick poplar plywood.; Padding: differentiated-density polyurethane foam.; Base/legs: 0.9 mm thick laminate in different colors.; Upholstery: not removable.; Base/legs:; Top:,Cod.,1,50,50,43.0
91,Split,Claesson Koivisto Rune,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/split-low/,"All-important and necessary accessories, Split coffee and side/occasional tables fit right into everyday life and also into the daily grind of contract",https://www.tacchini.it/wp-content/uploads/2017/11/Split-79.svg,"Base/legs: metal base powder-coated painted.; Top: thickness 19 mm MDF lacquered, or marble top. Anti stain marble treatment available on request.; Base/legs:; Top:",Cod.,1,53,53,50.0
91,Split,Claesson Koivisto Rune,https://www.tacchini.it/en/https://www.tacchini.it/en/low-tables/split-low/,"All-important and necessary accessories, Split coffee and side/occasional tables fit right into everyday life and also into the daily grind of contract",https://www.tacchini.it/wp-content/uploads/2017/11/Split-79.svg,"Base/legs: metal base powder-coated painted.; Top: thickness 19 mm MDF lacquered, or marble top. Anti stain marble treatment available on request.; Base/legs:; Top:",Cod.,1,70,70,72.0
